_id,Date,Location,Operator,PlaneType,Dead,Aboard,Ground
4866,24-10-1999,"San Carlos, Venezuela",Military - Venezuelan Army,Arava 201,6,6,0
4867,25-10-1999,"Aberdeen, South Dakota",Private charter,Gates Learjet 35,6,6,0
4868,31-10-1999,"Charllis, Idaho",Air Taxi - Stanley Air Taxi,Cessna U206F,4,4,0
4869,31-10-1999,"Off Nantucket Island, Massachusetts",EgyptAir,Boeing B-767-366ER,217,217,0
4870,09-11-1999,"Near Uruapan, Mexico",TAESA,McDonnell Douglas DC-9-31,18,18,0
4871,12-11-1999,"Near Pristina, Kosovo",Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,24,24,0
4872,26-11-1999,"Nairobi, Kenya",DHL Aviation Africa,Cessna 208 Caravan I,4,4,0
4873,05-12-1999,"Moscow, Russia",Tashkent Aircraft Production Corporation,Ilyushin 114T,5,7,0
4874,06-12-1999,"Johannesburg, South Africa",Charter - Flightline Charter Services,Piper PA-31-350,9,9,0
4875,07-12-1999,"Bethel, Alaska",Air Taxi - Grant Aviation Inc.,Cessna 207,6,6,0
4876,07-12-1999,"Near Bayombang, Philippines",Asian Spirit,Let 410UVP,17,17,0
4877,09-12-1999,"Near Sundsvall, Sweden",Charter - Twin Air HB,Piper PA-31-350,8,8,0
4878,09-12-1999,"Near Branson, Missouri",College of the Ozarks,Cessna 525 Citation,6,6,0
4879,10-12-1999,"Kuwait City, Kuwait",Military - U.S. Air Force,Lockheed C-130H,3,94,0
4880,11-12-1999,"Sao Jorge, Azores (Portugal)",SATA,British Aerospace APT,35,35,0
4881,21-12-1999,"Guatemala City, Guatemala",Cubana de Aviacon,McDonnell Douglas DC-10-30,16,314,2
4882,22-12-1999,"Great Hallingbury, United Kingdom",Korean Air,Boeing 747-2B5F,4,4,0
4883,24-12-1999,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Airbus A300B2-101,1,189,0
4884,25-12-1999,"Bejuma, Venezuela",Cubana de Aviacion,Yakovlev YAK-42D,22,22,0
4885,25-12-1999,"Near Simara, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter,10,10,0
4886,29-12-1999,"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,Antonov 28,6,6,0
4887,05-01-2000,"Abuja, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,1,16,1
4888,10-01-2000,"Niederhasli, Switzerland",Crossair,Saab 340B,10,10,0
4889,13-01-2000,"Off Marsa el-Brega, Libya",Avisto,Shorts 360-300,22,41,0
4890,15-01-2000,"San Jose, Costa Rica",TACA,Let 410UVP-E,5,20,0
4891,25-01-2000,"Near Ankara, Turkey",Top Air - Air Taxi,Beechcraft King Air C90,4,4,0
4892,30-01-2000,"Off Abidjan, Ivory Coast",Kenya Airways,AirbusA310-304,169,179,0
4893,31-01-2000,"Off Point Mugu, California",Alaska Airlines,McDonnell Douglas MD-83,88,88,0
4894,02-02-2000,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,8,8,0
4895,05-02-2000,"Iliamna, Alaska","Air Taxi - Iliamna, Air Taxi Inc.",Cessna U206G,6,6,0
4896,16-02-2000,"Sacramento, California",Emery Worldwide,McDonnell Douglas DC-8-71F,3,3,0
4897,05-03-2000,"Burbank, Calilfornia",Southwest Airlines,Boeing B-737-3T5,0,142,0
4898,09-03-2000,"Moscow, Russia",Vologodskiye Airlines,Yakovlev YAK-40,9,9,0
4899,17-03-2000,"Near Kuna Yala, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,10,10,0
4900,17-03-2000,"Ennadai Lake, Canada",Points North Air Services,Douglas C-47A-5-DK,2,2,0
4901,22-03-2000,"Herreira, Spain",Military - Ej????rcito del Aire,CASA 212-DE Aviocar 200,NA,NA,NA
4902,24-03-2000,"Kadirana, Sri Lanka",Sky Cabs,Antonov AN-12 (freighter),6,8,2
4903,25-03-2000,"Huambo, Angola",Uralex,Antonov AN-32,3,33,0
4904,01-04-2000,"Near Gualeguaychu, Argentina",Taxval,Cessna 208 Caravan,1,1,0
4905,05-04-2000,"Marianna, Florida",Bankair,Learjet 35A,3,3,0
4906,19-04-2000,"Pepa ,Congo",Military - Centrafricain Airlines,Antonov AN-8,24,24,0
4907,19-04-2000,"Bukavu, Democratic Republic Congo",Kivu Air Services,Cessna 208B Caravan I,2,2,0
4908,19-04-2000,"Samal Island, Philippines",Air Philippines,Boeing B-737-2H4,131,131,0
4909,29-04-2000,"Bapi, Papua New Guinea",North Coast Aviation,Britten-Norman BN-2A-20 Islander,4,4,0
4910,02-05-2000,"Lyon Satolas, France",Northern Executive Aviation,Learjet 35A,2,5,0
4911,03-05-2000,"Kurupung, Guyana",Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,1,1,0
4912,10-05-2000,"Kaunakakai, Hawaii",Price Aircraft Company,Rockwell Sabreliner 65,6,6,0
4913,17-05-2000,"Moanda, Gabon",Avirex,Beechcraft 1900C-1,3,10,0
4914,21-05-2000,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,BAe Jetstream 3101-31,19,19,0
4915,25-05-2000,"Near Manila, Philippines",Philippine Air Lines,Airbus A.330-301,1,298,0
4916,25-05-2000,"Paris, France",Streamline,Shorts 330-200,1,2,0
4917,31-05-2000,"Off Whyalla, Australia",Whyalla Airlines,Piper PA-31-350 Navajo,8,8,0
4918,05-06-2000,"Accra, Ghana",Ghana Airlink,Fokker F-27 Friendship 600,7,52,0
4919,14-06-2000,"Liverpool, England",ANT Air Taxi,Piper PA-31-350 Navajo,5,5,0
4920,21-06-2000,"Cuiaba, Brazil",Air taxi - Jao Air Taxi,Beech Baron,4,4,0
4921,22-06-2000,"Shitai, China",Wuhan Airlines,Xian Yunshuji Y-7-100C,44,44,7
4922,23-06-2000,"Boca Raton, Florida",Universal Jet Aviation,Learjet 55,3,3,0
4923,27-06-2000,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,Kawasaki C-1A,5,5,0
4924,02-07-2000,"Off Cagayancillo, Philippines",Military - Philippine Air Force,GAF Nomad N-22C,14,15,0
4925,08-07-2000,"Near Villahermosa, Mexico",Aerocaribe,British Aerospace  BAe Jetstream 32EP,19,19,0
4926,09-07-2000,"Villavicencio, Colombia",CORAL Colombia,Curtiss C-46A-60-CS,13,19,0
4927,13-07-2000,"Raleigh, North Carolina",Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,1,3,0
4928,17-07-2000,"Patna, India",Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,55,58,5
4929,19-07-2000,"Linneus, Maine",Airwave Transport,Grumman G-159 Gulfstream I,2,2,0
4930,20-07-2000,"Nassau, Bahamas",Allied Air Freight,Douglas C-47A-10-DK,2,2,0
4931,21-07-2000,"Maui, Hawaii",Blue Hawaiian Helicopters,Aerospatiale AS355-F1,7,7,0
4932,25-07-2000,"Gonesse, France",Air France,Aerospatiale BAe Concorde 101,109,109,4
4933,26-07-2000,"Mafraq, Jordan",Military - Royal Jordanian Air Force,Lockheed C-130H Hercules,13,13,0
4934,27-07-2000,"Jodhura, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,25,25,0
4935,02-08-2000,"Cubatao, Brazil",Air taxi - Lider Air Taxi,Sikorsky S-76,6,6,0
4936,06-08-2000,"Puerto Montt, Chile",Military - Fuerza A????rea de Chile,Casa 212-AB10 Aviocar,14,14,0
4937,09-08-2000,"Burlington Township, New Jersey",Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,11,11,0
4938,12-08-2000,"Near Tshikapa, Congo",Staer Air,Antonov AN-26B,27,27,0
4939,14-08-2000,"Teslin Lake, British Columbia, Canada",RCMP-GRC Air Services,Cessna 208 Caravan I,2,2,0
4940,15-08-2000,"Lumber City, Georgia",Air Taxi,Piper PA-31-350,3,3,0
4941,23-08-2000,"Off Manama, Bahrain",Gulf Air,Airbus A320-212,143,143,0
4942,25-08-2000,"Hilo Bay, Hawaii",Big Island Airlines,Piper PA-31-350 Navajo Chieftain,1,9,0
4943,26-08-2000,"Near La Fortuna, Costa Rica",SANSA,Cessna 208B Grand Caravan I,10,10,0
4944,02-09-2000,"Mount Montezuma, Colombia",Military - Fuerza A????rea Colombiana,Douglas C-47,7,7,0
4945,04-09-2000,"Near Burketown, Australia",Charter - Central Air,Beechcraft SKA 200,8,8,0
4946,16-09-2000,"Kumarapura, Sri Lanka",Military - Sri Lanka Air Force,Mil Mi-17,14,14,0
4947,18-09-2000,"Nuiqsut, Alaska",Cape Smythe Air Service,Piper PA-31-350 Navajo,5,10,0
4948,06-10-2000,"Reynosa, Mexico",Aeromexico,McDonnell Douglas DC-9-31,0,88,4
4949,08-10-2000,"Port Radium, Northwest Territories, Canada",Summit Air Charters,Shorts SC.7 Skyvan 3-100,3,3,0
4950,09-10-2000,"Lummi Island, Washington",Empire Airlines,Cessna 208B Caravan I Super Cargomaster,1,1,0
4951,10-10-2000,"Wichita, Kansas",Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,2,3,0
4952,16-10-2000,"Hillsboro, Missouri",Private,Cessna 335,3,3,0
4953,19-10-2000,"Near Sam Neua, Laos",Lao Aviation,Harbin Yunshuji Y-12-II,8,17,0
4954,25-10-2000,"Near Batumi, Republic of Georgia",Military - Russian Air Force,Ilyushin IL-18D,86,86,0
4955,31-10-2000,"Taipei, Taiwan",Singapore Airlines,Boeing B-747-412,83,179,0
4956,31-10-2000,"Near Monaquimbundo, Angola",Aca-Ancargo,Antonov AN-26,44,44,0
4957,07-11-2000,"Luabo, Democratic Republic Congo",Malu Aviation,Antonov 32B,2,11,0
4958,09-11-2000,"Fort Wayne, Indiana",Superior Aviation,Swearingen SA.226TC Metro II,1,1,0
4959,15-11-2000,"Near Luanda, Angola",Asa Pesada,Antonov AN-26,57,57,0
4960,20-11-2000,"Miami, Florida",American Airlines,Airbus A300-600R,1,114,0
4961,25-11-2000,"Cordoba, Spain",Mayoral Executive Jet,Aerospatiale SN-601 Corvette,1,2,0
4962,11-12-2000,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,Cessna 206,6,6,0
4963,04-01-2001,"Zheng Zou AB, China",Military - People's Liberation Army,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16,16,6
4964,08-01-2001,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,9,9,0
4965,14-01-2001,"Near Lake Point, Utah",Skydive Salt Lake - Charter,Beech A90 King Air,9,9,0
4966,23-01-2001,"Eider Point, Alaska",Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),2,2,0
4967,25-01-2001,"Ciudad Bolivar, Venezuela",Rutaca Airlines,Douglas DC-3C (C47A-DL),24,24,0
4968,27-01-2001,"Byers, Colorado",North Bay Charter,Beech King Air 200 Catpass,10,10,0
4969,31-01-2001,"El Yopal, Colombia",Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,3,6,0
4970,08-02-2001,"Beaver Island, Minnesota",Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,2,6,0
4971,08-02-2001,"Nurnberg, Germany",E.A.S. Aeroservizi,Learjet 35A,3,3,0
4972,10-02-2001,"Jakobkondre, Suriname",Gum Air Charter,GAF Nomad N24A,10,10,0
4973,27-02-2001,"Near Granton Harbour, Scotland",Loganair,Shorts 360-100,2,2,0
4974,02-03-2001,"Rio Azul Farm, Brazil",Air taxi - Cuiaba Air Taxi,Beech BE-55,6,6,0
4975,03-03-2001,"Unadilla, Georgia",Military - Florida Army National Guard,Short 360,21,21,0
4976,03-03-2001,"Bangkok, Thailand",Thai Airways,Boeing B-737-4D7,1,5,0
4977,15-03-2001,"Medina, Saudi Arabia",Vnukovo Airlines,Tupolev 154M,3,174,0
4978,17-03-2001,"Near Lubango, Angola",Sociedade de Aviacao Ligeira Charter,Beechcraft 1900C,16,17,0
4979,24-03-2001,"Gustavia, St. Barth????l????my, French West Indies",Air Caraibes,de Havilland Canada DHC-6 Twin Otter,19,19,1
4980,26-03-2001,"Jadura, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,3,3,0
4981,29-03-2001,"Near Aspen, Colorado",Avjet Corp,Gulfstream Aerospace G-1159,18,18,0
4982,29-03-2001,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,18,18,0
4983,02-04-2001,"Ashbaubenon, Wisconsin",Jet Wings,Cessna 501 Citation I/SP,1,1,0
4984,04-04-2001,"Adar Yeil, Sudan",Military - Sudan Air Force,Antonov AN-24,14,30,0
4985,07-04-2001,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,16,16,0
4986,28-04-2001,"Near Roque Perez, Argentina",Private - Techint  group,Cessna  208B Grand Caravan,10,10,0
4987,16-05-2001,"Malatya, Turkey",Military - Turkish Air Force,CASA CN-235M-10,34,34,0
4988,17-05-2001,"Near Sari, Iran",Faraz Qeshm Airlines,Yakovlev YAK-40,30,30,0
4989,17-05-2001,"Mendoza, Argentina",Fuerza A????rea Argentina,Fokker F-27 Friendship 400M,5,5,0
4990,22-05-2001,"Near Myakotino, Russia",Military - Russian Air Force,Antonov 12MGA,7,7,0
4991,15-06-2001,"Jayapura, Indonesia",Manunggal Air,Transall C-160NG,1,19,0
4992,04-07-2001,"Near Irkutsk, Russia",Vladivostokavia,Tupolev TU-154M,145,145,0
4993,05-07-2001,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,8,12,0
4994,12-07-2001,"Near Puerto Cabello, Venezuela",Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,13,13,0
4995,14-07-2001,"Near Moscow, Russia",Russ Air Transport Company,Ilyushin IL-76,10,10,0
4996,30-07-2001,"Haines, Alaska",Air Taxi,Piper PA-32-300,6,6,0
4997,05-08-2001,"Reykjav????k, Iceland",Naske Air,Dassault Falcon 20C,3,3,0
4998,10-08-2001,"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,6,7,0
4999,23-08-2001,"Mugogo, Democratic Republic Congo",Victoria Airlines,Antonov 28,4,11,0
5000,24-08-2001,"Lajes, Terceira, Azores",Air Transat,Airbus A-330-243,0,304,0
5001,24-08-2001,"Ithaca, New York",Ameristar Jet Charter,Learjet 25,2,2,0
5002,25-08-2001,"Marsh Harbour, Bahamas",Blackhawk Int. Airways  - Private charter,Cessna 402B,9,9,0
5003,29-08-2001,"Near Malaga, Spain",Binter Mediterr????neo,CASA  CN-235-200,4,47,0
5004,11-09-2001,"New York City, New York",United Air Lines,Boeing B-767-222,65,65,2750
5005,11-09-2001,"New York City, New York",American Airlines,Boeing 767-223ER,92,92,2750
5006,11-09-2001,"Shanksville, Pennsylvania",United Air Lines,Boeing B-757-222,44,44,0
5007,11-09-2001,"Arlington, Virginia.",American Airlines,Boeing B-757-223,64,64,125
5008,12-09-2001,"Near Chichen Itza, Mexico",Aero Ferinco Charter,LET 410UVP,19,19,0
5009,15-09-2001,"Belo Horizonte, Brazil",TAM (Brazil),Fokker 100,1,82,0
5010,18-09-2001,"Guatemala City, Guatemala",Atlantic Airlines,LET 410UVP-E,9,13,0
5011,03-10-2001,"Decatur Island, Washington",Aeronautical Services - Air Taxi,Cessna 172N,3,3,0
5012,04-10-2001,"110 miles SW of Sochi, Russia",Sibir Airlines,Tupolev Tu-154M,78,78,0
5013,08-10-2001,"Milan, Italy",Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,114,114,4
5014,08-10-2001,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,3,7,0
5015,10-10-2001,"Dillingham, Alaska",PenAir,Cessna 208 Caravan,10,10,0
5016,10-10-2001,"Off Valencia, Spain",Flightline,Swearingen SA-226AT Merlin IV,10,10,0
5017,11-10-2001,"Shamattawa, Canada",Perimeter Airlines,Swearingen SA.226TC Metro I,2,3,0
5018,13-10-2001,"Near Humiata, Brazil",Air Taxi - Continental Air Taxi,EMB 810C Seneca,3,6,0
5019,18-10-2001,"Anchorage, Alaska",ERA Aviation - Air Taxi,Bell 206L,3,5,0
5020,12-11-2001,"Belle Harbor, Queens, New York",American Airlines,Airbus A-300-605R,260,260,5
5021,19-11-2001,"Kalyazin, Russia",Charter - IRS Aero,Ilyushin 18V,27,27,0
5022,22-11-2001,"Pittsburgh, Pennsylvania",Universal Jet Aviation,Learjet 25B,2,2,0
5023,23-11-2001,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Antonov AN-28,2,17,0
5024,24-11-2001,"Birchwil, Switzerland",Crossair,BAE Avro RJ100,24,33,0
5025,27-11-2001,"Port Harcourt, Nigeria",MK Airlines,Boeing 747-246F,1,13,0
5026,28-11-2001,"San Jer????nimo de Moravia , Costa Rica",SANSA,Cessna 208B Grand Caravan,3,8,0
5027,01-12-2001,"Near Novaya Inya , Russia","Military - Russian, cargo",Ilyushin IL- 76TD,18,18,0
5028,01-12-2001,"Bessemer, Alabama",Air Carriers,Cessna 208B Grand Caravan,2,2,0
5029,10-12-2001,"Sierra Blanca, Texas",Air Cargo Express,Learjet 24D,2,2,0
5030,14-12-2001,"Geti, Democratic Republic Congo",Eagle Air,Let 410A,6,6,0
5031,16-12-2001,"Near Medellin, Colombia",Heliandes,Let 410UVP-E,16,16,0
5032,20-12-2001,"Zurich, Switzerland",Eagle Air,Cessna 560 Citation V,2,2,0
5033,26-12-2001,"Bremerhaven, Germany",BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,8,9,0
5034,01-01-2002,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,Piper PA-31-250,1,5,0
5035,04-01-2002,"Birmingham, England",Agco Corp,Canadair CL-604,5,5,0
5036,09-01-2002,"Shamsi AFB, Pakistan",Military - U.S. Air Force,Lockheed Hercules KC-130R,7,7,0
5037,14-01-2002,"Bilbao, Spain",Ibertrans A????rea,Embraer EMB-120 Brasilia,3,3,0
5038,15-01-2002,"Chilpancingo, Mexico",Procuradur????a General de la Rep????blica,de Havilland DHC-6 Twin Otter 300,5,17,0
5039,16-01-2002,"Near Solo, Indonesia",Garuda Indonesia Airlines,Boeing B-737-3Q8,1,62,0
5040,17-01-2002,"Near La Bonita, Ecuador",Petroproducci????n,Fairchild FH-227E,26,26,0
5041,19-01-2002,"Near Milford Sound, New Zealand",Air Fiordland,Cessna 207 Skywagon,6,6,0
5042,27-01-2002,"Near Luena, Angola",Military - Angolan  Air Force,Antonov AN-12,5,40,0
5043,28-01-2002,"Near Ipiales, Colombia",TAME,Boeing B-727-134,92,92,0
5044,02-02-2002,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,Learjet C-21A,2,2,0
5045,12-02-2002,"Near Khorramabed, Iran",Iran Air Tours,Tupolev TU-154,117,117,0
5046,15-02-2002,"Monrovia, Liberia",Tiramavia,Antonov 12BP,1,10,0
5047,21-02-2002,"Lakhta, Russia",Military - Russian Navy,Antonov AN-26,17,20,0
5048,22-02-2002,"Off Dumaguete, Philippines",Military - U.S. Army,MH-47 Chinook helicopter,10,10,0
5049,09-03-2002,"Monte Rotondo, Italy",Svedijos Prek????s,Antonov 2TP,3,3,0
5050,14-03-2002,"Near Placetas, Cuba",Charter - Aerotaxi,Antonov AN-2,17,17,0
5051,15-03-2002,"Alma, Wisconsin",Priorty Air Charter,Cessna 208B Caravan I Super Cargomaster,1,1,0
5052,17-03-2002,"Off Djibouti, Republic of Djibouti",Djibouti Airlines,Let 410UVP-E,4,4,0
5053,01-04-2002,"Near Cairns, QLD, Australia",Air Taxi,Shrike Commander 500S,4,4,0
5054,12-04-2002,"Palma de Mallorca, Spain",Tadair,Swearingen SA.227AC Metro III,2,2,0
5055,15-04-2002,"Busan, South Korea",Air China,Boeing B-767-200ER,128,166,0
5056,18-04-2002,"Near Sweers Island, QLD, Australia",Air taxi,Cessna U206A,6,6,0
5057,19-04-2002,"Popay????n, Colombia",SELVA Colombia,Antonov AN-32A,3,8,0
5058,24-04-2002,"Near Olancho, Honduras",Private,Cessna 206G,6,6,0
5059,28-04-2002,"Near Abakan, Russia",Private,Mi-8 helicopter,8,20,0
5060,04-05-2002,"Kano, Nigeria",EAS Airlines (Executive Airline Services),BAC One-Eleven 525FT,74,77,78
5061,07-05-2002,"Near Tunis, Tunisia",EgyptAir,Boeing B-737-566,14,62,0
5062,07-05-2002,"Off Dalian, China",China Northern Airlines,McDonnell Douglas MD-82,112,112,0
5063,21-05-2002,"Near Calabar, Nigeria",Sky Executive Air Services,LET 410UVP,5,5,0
5064,25-05-2002,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,6,6,0
5065,25-05-2002,"Off Penghu Island, Taiwan",China Airlines (Taiwan),Boeing B-747-209B,225,225,0
5066,01-06-2002,"George, South Africa",Airquarius Aviation - Charter,Hawker Siddeley HS-748-372,3,3,0
5067,02-06-2002,"Near Ndalatando, Angola",Military - Angolan Armed Forces,Mi-17,20,25,0
5068,04-06-2002,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,Embraer 721C Sertanejo,5,5,0
5069,11-06-2002,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,PA- 31-350 Chieftain,1,8,0
5070,12-06-2002,"Near Gardez, Afghanistan",Military - U.S. Air Force,Lockheed MC-130H Hercules,3,10,0
5071,01-07-2002,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Tupolev TU-154M / Boeing B-757-23APF,71,71,0
5072,04-07-2002,"San Dimas, California",Private,Cessna 310,2,2,2
5073,04-07-2002,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,Boeing B-707-123B,25,27,0
5074,12-07-2002,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",de Havilland DHC-2,4,4,0
5075,16-07-2002,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,Britten-Norman BN-2A Islander,10,10,0
5076,16-07-2002,"Off Cromer, Norfork, England",Bristow Helicopters,Sikorsky S-76A,11,11,0
5077,17-07-2002,"Surkhet, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter 300,4,4,0
5078,27-07-2002,"Lviv, Ukraine",Military - Ukraine Air Force,Sukhoi Su-27,0,2,85
5079,28-07-2002,"Moscow, Russia",Pulkovo Aviation Enterprise,Iluyshin Il-86,14,16,0
5080,07-08-2002,"Caguas, Puerto Rico",Military - U.S. Air Force,Lockheed MC-130H Hercules,10,10,0
5081,15-08-2002,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,Yunshuji Y-8D,5,5,0
5082,19-08-2002,"Khankala, Chechnya",Military - Russian Air Force,Mil Mi-26,121,147,0
5083,22-08-2002,"Pokhara, Nepal",Shangri La Air,de Havilland Canada DHC-6-300 Twin Otter,18,18,0
5084,29-08-2002,"Near Ayan, Russia",Vostok Aviakompania,Antonov AN-28,16,16,0
5085,30-08-2002,"Rio Branco, Brazil",Rico Taxi A????reo,Embraer 120ER Brasilia,23,31,0
5086,30-08-2002,"Lexington, Kentucky",Care Flight International,Learjet 25C,1,5,0
5087,02-09-2002,"Near Xichang, China",CAAC Air Traffic Management Bureau,Cessna 650 Citation VI,3,3,0
5088,04-09-2002,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,PA-34-220T Seneca III,2,2,0
5089,13-09-2002,"Pucallpa, Peru",Aero Pantanal - Air Taxi,Cessna U206G,6,6,0
5090,14-09-2002,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,ATR 42-300,2,2,0
5091,28-09-2002,"Near Natashquan, Quebec, Canada",Deraps Aviation,de Havilland Canada DHC-3 Otter,3,4,0
5092,01-10-2002,"Vasco, India",Military - Indian Navy,Ilyushin IL-38 / Ilyushin IL-38,12,12,5
5093,07-10-2002,"Santa Cruz do Sul, Brazil",American Virginia,Learjet 60,1,5,0
5094,23-10-2002,"Spanish Fort, Alabama",Mid-Atlantic Freight,Cessna 208B Cargomaster I,1,1,0
5095,25-10-2002,"Eveleth, Minnesota",Aviation Charter - Air Taxi,Beechcraft King Air A100,8,8,0
5096,06-11-2002,"Near Niederanven, Luxembourg",Luxair,Fokker 50,20,22,0
5097,07-11-2002,"Tarakan, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A-21,7,10,0
5098,08-11-2002,"Taos, New Mexico",Richmor Aviation,IAI 1124A Westwind,2,2,0
5099,11-11-2002,"Manila, Philippines",Laoag International Airlines,Fokker F27 Friendship 100,19,34,0
5100,28-11-2002,"Masai Mara Game Reserve, Kenya",Eagle Aviation,Let 410UVP-E20,1,20,0
5101,09-12-2002,"Mena, Arkansas",Raytheon Aircraft,Beechcraft 1900C,3,3,0
5102,13-12-2002,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,Britten-Norman BN-2A-26 Islander,8,8,0
5103,17-12-2002,"Rockford, Illinois",Planemasters,Cessna 208B Caravan I Super Cargomaster,1,1,0
5104,21-12-2002,"Off Pachao Tao, Taiwan",Transasia Airways,A????rospatiale/Aeritalia ATR-72-202,2,2,0
